Country,CountryCode,Name,Sport,Sport-short,Event,Medal
United States of America,USA,MADSEN Cheri,Athletics,ATH,Women's 400m - T54,Silver Medal
Switzerland,SUI,SCHAER Manuela,Athletics,ATH,Women's 5000m - T54,Silver Medal
Great Britain,GBR,ADENEGAN Kare,Athletics,ATH,Women's 800m - T34,Silver Medal
People's Republic of China,CHN,ZHOU Hongzhuan,Athletics,ATH,Women's 800m - T53,Silver Medal
United States of America,USA,McFADDEN Tatyana,Athletics,ATH,Women's 800m - T54,Silver Medal
Ukraine,UKR,MOSKALENKO Anastasiia,Athletics,ATH,Women's Club Throw - F32,Silver Medal
United States of America,USA,MITCHELL Cassie,Athletics,ATH,Women's Club Throw - F51,Silver Medal
Italy,ITA,LEGNANTE Assunta,Athletics,ATH,Women's Discus Throw - F11,Silver Medal
People's Republic of China,CHN,LI Yingli,Athletics,ATH,Women's Discus Throw - F38,Silver Medal
Morocco,MAR,KARIM Youssra,Athletics,ATH,Women's Discus Throw - F41,Silver Medal
Ukraine,UKR,LEBIEDIEVA Iana,Athletics,ATH,Women's Discus Throw - F53,Silver Medal
Latvia,LAT,DADZITE Diana,Athletics,ATH,Women's Discus Throw - F55,Silver Medal
Algeria,ALG,SAIFI Nassima,Athletics,ATH,Women's Discus Throw - F57,Silver Medal
People's Republic of China,CHN,YANG Yue,Athletics,ATH,Women's Discus Throw - F64,Silver Medal
People's Republic of China,CHN,ZHAO Yuping,Athletics,ATH,Women's Javelin Throw - F13,Silver Medal
Germany,GER,HERRMANN Frances,Athletics,ATH,Women's Javelin Throw - F34,Silver Medal
Netherlands,NED,ROORDA Noelle,Athletics,ATH,Women's Javelin Throw - F46,Silver Medal
Uzbekistan,UZB,KURBANOVA Nurkhon,Athletics,ATH,Women's Javelin Throw - F54,Silver Medal
Brazil,BRA,ROCHA MACHADO Raissa,Athletics,ATH,Women's Javelin Throw - F56,Silver Medal
Uzbekistan,UZB,MIRZAYOROVA Asila,Athletics,ATH,Women's Long Jump - T11,Silver Medal
Spain,ESP,MARTINEZ Sara,Athletics,ATH,Women's Long Jump - T12,Silver Medal
RPC,RPC,RUCHKINA Aleksandra,Athletics,ATH,Women's Long Jump - T20,Silver Medal
United States of America,USA,ROBERTS Jaleen,Athletics,ATH,Women's Long Jump - T37,Silver Medal
RPC,RPC,GONCHAROVA Margarita,Athletics,ATH,Women's Long Jump - T38,Silver Medal
RPC,RPC,MOGUCHAIA Aleksandra,Athletics,ATH,Women's Long Jump - T47,Silver Medal
Italy,ITA,CAIRONI Martina,Athletics,ATH,Women's Long Jump - T63,Silver Medal
France,FRA,le FUR Marie-Amelie,Athletics,ATH,Women's Long Jump - T64,Silver Medal
RPC,RPC,PAUTOVA Elena,Athletics,ATH,Women's Marathon - T12,Silver Medal
Switzerland,SUI,SCHAER Manuela,Athletics,ATH,Women's Marathon - T54,Silver Medal
Italy,ITA,LEGNANTE Assunta,Athletics,ATH,Women's Shot Put - F12,Silver Medal
Ukraine,UKR,MYSNYK Anastasiia,Athletics,ATH,Women's Shot Put - F20,Silver Medal
Poland,POL,KOZAKOWSKA Roza,Athletics,ATH,Women's Shot Put - F32,Silver Medal
Morocco,MAR,EL KASSIOUI Fouzia,Athletics,ATH,Women's Shot Put - F33,Silver Medal
Poland,POL,KORNOBYS Lucyna,Athletics,ATH,Women's Shot Put - F34,Silver Medal
Brazil,BRA,OLIVEIRA da NOBREGA Marivana,Athletics,ATH,Women's Shot Put - F35,Silver Medal
Spain,ESP,MARTINEZ RICO Miriam,Athletics,ATH,Women's Shot Put - F36,Silver Medal
People's Republic of China,CHN,MI Na,Athletics,ATH,Women's Shot Put - F37,Silver Medal
Tunisia,TUN,BELHAJ SALEM Nourhein,Athletics,ATH,Women's Shot Put - F40,Silver Medal
Colombia,COL,BUITRAGO ARIZA Mayerli,Athletics,ATH,Women's Shot Put - F41,Silver Medal
Mexico,MEX,ZARZA GUADARRAMA Gloria,Athletics,ATH,Women's Shot Put - F54,Silver Medal
People's Republic of China,CHN,XU Mian,Athletics,ATH,Women's Shot Put - F57,Silver Medal
Great Britain,GBR,CLEGG Libby,Athletics,ATH,4x100m Universal Relay,Silver Medal
Great Britain,GBR,MAGUIRE Nathan,Athletics,ATH,4x100m Universal Relay,Silver Medal
Great Britain,GBR,PEACOCK Jonnie,Athletics,ATH,4x100m Universal Relay,Silver Medal
Great Britain,GBR,SMITH Ali,Athletics,ATH,4x100m Universal Relay,Silver Medal
Republic of Korea,KOR,KIM Jung Jun,Badminton,BDM,Men's Doubles WH,Silver Medal
Republic of Korea,KOR,LEE Dong Seop,Badminton,BDM,Men's Doubles WH,Silver Medal
Republic of Korea,KOR,LEE Sam Seop,Badminton,BDM,Men's Singles WH1,Silver Medal
Republic of Korea,KOR,KIM Jung Jun,Badminton,BDM,Men's Singles WH2,Silver Medal
Great Britain,GBR,BETHELL Daniel,Badminton,BDM,Men's Singles SL3,Silver Medal
India,IND,YATHIRAJ Suhas,Badminton,BDM,Men's Singles SL4,Silver Medal
Indonesia,INA,DHEVA Anrimusthi,Badminton,BDM,Men's Singles SU5,Silver Medal
"Hong Kong, China",HKG,CHU Man Kai,Badminton,BDM,Men's Singles SH6,Silver Medal
People's Republic of China,CHN,LIU Yutong,Badminton,BDM,Women's Doubles WH,Silver Medal
People's Republic of China,CHN,YIN Menglu,Badminton,BDM,Women's Doubles WH,Silver Medal
People's Republic of China,CHN,CHENG Hefang,Badminton,BDM,Women's Doubles SL3-SU5,Silver Medal
People's Republic of China,CHN,MA Huihui,Badminton,BDM,Women's Doubles SL3-SU5,Silver Medal
Thailand,THA,POOKKHAM Sujirat,Badminton,BDM,Women's Singles WH1,Silver Medal
People's Republic of China,CHN,XU Tingting,Badminton,BDM,Women's Singles WH2,Silver Medal
Indonesia,INA,LEANI RATRI Oktila,Badminton,BDM,Women's Singles SL4,Silver Medal
Japan,JPN,SUZUKI Ayako,Badminton,BDM,Women's Singles SU5,Silver Medal
France,FRA,MAZUR Lucas,Badminton,BDM,Mixed Doubles SL3-SU5,Silver Medal
France,FRA,NOEL Faustine,Badminton,BDM,Mixed Doubles SL3-SU5,Silver Medal
Malaysia,MAS,WEI LUN Chew,Boccia,BOC,Individual - BC1,Silver Medal
Thailand,THA,VONGSA Watcharaphon,Boccia,BOC,Individual - BC2,Silver Medal
Greece,GRE,POLYCHRONIDIS Grigorios,Boccia,BOC,Individual - BC3,Silver Medal
Thailand,THA,LARPYEN Pornchok,Boccia,BOC,Individual - BC4,Silver Medal
Japan,JPN,KAWAMOTO Keisuke,Boccia,BOC,Pairs - BC3,Silver Medal
Japan,JPN,TAKAHASHI Kazuki,Boccia,BOC,Pairs - BC3,Silver Medal
Japan,JPN,TANAKA Keiko,Boccia,BOC,Pairs - BC3,Silver Medal
"Hong Kong, China",HKG,LAU Wai Yan Vivian,Boccia,BOC,Pairs - BC4,Silver Medal
"Hong Kong, China",HKG,LEUNG Yuk Wing,Boccia,BOC,Pairs - BC4,Silver Medal
"Hong Kong, China",HKG,WONG Kwan Hang,Boccia,BOC,Pairs - BC4,Silver Medal
People's Republic of China,CHN,LAN Zhijian,Boccia,BOC,Team - BC1/BC2,Silver Medal
People's Republic of China,CHN,YAN Zhiqiang,Boccia,BOC,Team - BC1/BC2,Silver Medal
People's Republic of China,CHN,ZHANG Qi,Boccia,BOC,Team - BC1/BC2,Silver Medal
Brazil,BRA,CARDOSO da SILVA Luis Carlos,Canoe Sprint,CSP,Men's Kayak Single 200m - KL1,Silver Medal
Ukraine,UKR,SYNIUK Mykola,Canoe Sprint,CSP,Men's Kayak Single 200m - KL2,Silver Medal
RPC,RPC,KRYLOV Leonid,Canoe Sprint,CSP,Men's Kayak Single 200m - KL3,Silver Medal
United States of America,USA,HAXTON Steven,Canoe Sprint,CSP,Men's Va'a Single 200m - VL2,Silver Medal
Brazil,BRA,VIEIRA de PAULA Giovane,Canoe Sprint,CSP,Men's Va'a Single 200m - VL3,Silver Medal
Ukraine,UKR,MAZHULA Maryna,Canoe Sprint,CSP,Women's Kayak Single 200m - KL1,Silver Medal
Great Britain,GBR,WIGGS Emma,Canoe Sprint,CSP,Women's Kayak Single 200m - KL2,Silver Medal
France,FRA,BARBOSA Nelia,Canoe Sprint,CSP,Women's Kayak Single 200m - KL3,Silver Medal
Australia,AUS,SEIPEL Susan,Canoe Sprint,CSP,Women's Va'a Single 200m - VL2,Silver Medal
Italy,ITA,MAZZONE Luca,Cycling Road,CRD,Men's H1-2 Road Race,Silver Medal
Belgium,BEL,CELEN Tim,Cycling Road,CRD,Men's T1-2 Road Race,Silver Medal
Switzerland,SUI,FREI Heinz,Cycling Road,CRD,Men's H3 Road Race,Silver Medal
Great Britain,GBR,GRAHAM Finlay,Cycling Road,CRD,Men's C1-3 Road Race,Silver Medal
Netherlands,NED,BANGMA Tristan,Cycling Road,CRD,Men's B Road Race,Silver Medal
Austria,AUT,FRUEHWIRTH Thomas,Cycling Road,CRD,Men's H4 Road Race,Silver Medal
France,FRA,VERGNAUD Loic,Cycling Road,CRD,Men's H5 Road Race,Silver Medal
Ukraine,UKR,DEMENTYEV Yehor,Cycling Road,CRD,Men's C4-5 Road Race,Silver Medal
United States of America,USA,KEITH Aaron,Cycling Road,CRD,Men's C1 Time Trial,Silver Medal
Italy,ITA,CORNEGLIANI Fabrizio,Cycling Road,CRD,Men's H1 Time Trial,Silver Medal
Belgium,BEL,VROMANT Ewoud,Cycling Road,CRD,Men's C2 Time Trial,Silver Medal
Italy,ITA,MAZZONE Luca,Cycling Road,CRD,Men's H2 Time Trial,Silver Medal
Italy,ITA,FARRONI Giorgio,Cycling Road,CRD,Men's T1-2 Time Trial,Silver Medal
Germany,GER,WARIAS Steffen,Cycling Road,CRD,Men's C3 Time Trial,Silver Medal
Germany,GER,MERKLEIN Vico,Cycling Road,CRD,Men's H3 Time Trial,Silver Medal
Netherlands,NED,ter SCHURE Vincent,Cycling Road,CRD,Men's B Time Trial,Silver Medal
Slovakia,SVK,METELKA Jozef,Cycling Road,CRD,Men's C4 Time Trial,Silver Medal
Austria,AUT,FRUEHWIRTH Thomas,Cycling Road,CRD,Men's H4 Time Trial,Silver Medal
Ukraine,UKR,DEMENTYEV Yehor,Cycling Road,CRD,Men's C5 Time Trial,Silver Medal
France,FRA,VERGNAUD Loic,Cycling Road,CRD,Men's H5 Time Trial,Silver Medal
France,FRA,JOUANNY Florian,Cycling Road,CRD,Mixed H1-5 Team Relay,Silver Medal
France,FRA,TARSIM Riadh,Cycling Road,CRD,Mixed H1-5 Team Relay,Silver Medal
France,FRA,VERGNAUD Loic,Cycling Road,CRD,Mixed H1-5 Team Relay,Silver Medal
Germany,GER,DREOCK KAESER Angelika,Cycling Road,CRD,Women's T1-2 Road Race,Silver Medal
Sweden,SWE,BECK Anna,Cycling Road,CRD,Women's C1-3 Road Race,Silver Medal
Great Britain,GBR,UNWIN Sophie,Cycling Road,CRD,Women's B Road Race,Silver Medal
Germany,GER,ZEYEN Annika,Cycling Road,CRD,Women's H1-4 Road Race,Silver Medal
People's Republic of China,CHN,SUN Bianbian,Cycling Road,CRD,Women's H5 Road Race,Silver Medal
Great Britain,GBR,LANE-WRIGHT Crystal,Cycling Road,CRD,Women's C4-5 Road Race,Silver Medal
Australia,AUS,COOKE Carol,Cycling Road,CRD,Women's T1-2 Time Trial,Silver Medal
Sweden,SWE,BECK Anna,Cycling Road,CRD,Women's C1-3 Time Trial,Silver Medal
Great Britain,GBR,FACHIE Lora,Cycling Road,CRD,Women's B Time Trial,Silver Medal
Italy,ITA,PORCELLATO Francesca,Cycling Road,CRD,Women's H1-3 Time Trial,Silver Medal
Australia,AUS,PETRICOLA Emily,Cycling Road,CRD,Women's C4 Time Trial,Silver Medal
People's Republic of China,CHN,SUN Bianbian,Cycling Road,CRD,Women's H4-5 Time Trial,Silver Medal
Great Britain,GBR,LANE-WRIGHT Crystal,Cycling Road,CRD,Women's C5 Time Trial,Silver Medal
France,FRA,LEAUTE Alexandre,Cycling Track,CTR,Men's C1-3 1000m Time Trial,Silver Medal
Great Britain,GBR,BALL James,Cycling Track,CTR,Men's B 1000m Time Trial,Silver Medal
Great Britain,GBR,CUNDY Jody,Cycling Track,CTR,Men's C4-5 1000m Time Trial,Silver Medal
Canada,CAN,CHERNOVE Tristen,Cycling Track,CTR,Men's C1 3000m Individual Pursuit,Silver Medal
Australia,AUS,HICKS Darren,Cycling Track,CTR,Men's C2 3000m Individual Pursuit,Silver Medal
Great Britain,GBR,GRAHAM Finlay,Cycling Track,CTR,Men's C3 3000m Individual Pursuit,Silver Medal
Great Britain,GBR,BATE Stephen,Cycling Track,CTR,Men's B 4000m Individual Pursuit,Silver Medal
Romania,ROU,NOVAK Carol-Eduard,Cycling Track,CTR,Men's C4 4000m Individual Pursuit,Silver Medal
Australia,AUS,DONOHOE Alistair,Cycling Track,CTR,Men's C5 4000m Individual Pursuit,Silver Medal
People's Republic of China,CHN,LAI Shanzhang,Cycling Track,CTR,Mixed C1-5 750m Team Sprint,Silver Medal
People's Republic of China,CHN,LI Zhangyu,Cycling Track,CTR,Mixed C1-5 750m Team Sprint,Silver Medal
People's Republic of China,CHN,WU Guoqing,Cycling Track,CTR,Mixed C1-5 750m Team Sprint,Silver Medal
Netherlands,NED,NORBRUIS Alyda,Cycling Track,CTR,Women's C1-3 500m Time Trial,Silver Medal
Canada,CAN,O'BRIEN Kate,Cycling Track,CTR,Women's C4-5 500m Time Trial,Silver Medal
Great Britain,GBR,McGLYNN OBE Aileen,Cycling Track,CTR,Women's B 1000m Time Trial,Silver Medal
People's Republic of China,CHN,WANG Xiaomei,Cycling Track,CTR,Women's C1-3 3000m Individual Pursuit,Silver Medal
Ireland,IRL,DUNLEVY Katie-George,Cycling Track,CTR,Women's B 3000m Individual Pursuit,Silver Medal
United States of America,USA,MORELLI Shawn,Cycling Track,CTR,Women's C4 3000m Individual Pursuit,Silver Medal
Great Britain,GBR,LANE-WRIGHT Crystal,Cycling Track,CTR,Women's C5 3000m Individual Pursuit,Silver Medal
Latvia,LAT,SNIKUS Rihards,Equestrian,EQU,Individual Test - Grade I,Silver Medal
Austria,AUT,PUCH Pepo,Equestrian,EQU,Individual Test - Grade II,Silver Medal
Great Britain,GBR,BAKER Natasha,Equestrian,EQU,Individual Test - Grade III,Silver Medal
Brazil,BRA,RISKALLA Rodolpho,Equestrian,EQU,Individual Test - Grade IV,Silver Medal
Great Britain,GBR,WELLS Sophie,Equestrian,EQU,Individual Test - Grade V,Silver Medal
Latvia,LAT,SNIKUS Rihards,Equestrian,EQU,Individual Freestyle Test - Grade I,Silver Medal
Austria,AUT,PUCH Pepo,Equestrian,EQU,Individual Freestyle Test - Grade II,Silver Medal
Great Britain,GBR,BAKER Natasha,Equestrian,EQU,Individual Freestyle Test - Grade III,Silver Medal
Sweden,SWE,ETZNER JAKOBSSON Louise,Equestrian,EQU,Individual Freestyle Test - Grade IV,Silver Medal
Netherlands,NED,HOSMAR Frank,Equestrian,EQU,Individual Freestyle Test - Grade V,Silver Medal
Netherlands,NED,HOSMAR Frank,Equestrian,EQU,Team Test to Music,Silver Medal
Netherlands,NED,van der HORST Rixt,Equestrian,EQU,Team Test to Music,Silver Medal
Netherlands,NED,VOETS Sanne,Equestrian,EQU,Team Test to Music,Silver Medal
Argentina,ARG,ACCARDI Federico,Football 5-a-side,FB5,Men,Silver Medal
Argentina,ARG,DELDO GARCIA Angel,Football 5-a-side,FB5,Men,Silver Medal
Argentina,ARG,ESPINILLO Maximiliano,Football 5-a-side,FB5,Men,Silver Medal
Argentina,ARG,HEREDIA Nahuel,Football 5-a-side,FB5,Men,Silver Medal
Argentina,ARG,LENCINA Dario,Football 5-a-side,FB5,Men,Silver Medal
Argentina,ARG,MULECK German,Football 5-a-side,FB5,Men,Silver Medal
Argentina,ARG,PADILLA Froilan,Football 5-a-side,FB5,Men,Silver Medal
Argentina,ARG,PANIZZA Marcelo,Football 5-a-side,FB5,Men,Silver Medal
Argentina,ARG,PEREYRA Braian,Football 5-a-side,FB5,Men,Silver Medal
Argentina,ARG,VELIZ Nicolas,Football 5-a-side,FB5,Men,Silver Medal
People's Republic of China,CHN,CAI Changgui,Goalball,GBL,Men,Silver Medal
People's Republic of China,CHN,CHEN Liangliang,Goalball,GBL,Men,Silver Medal
People's Republic of China,CHN,HU Mingyao,Goalball,GBL,Men,Silver Medal
People's Republic of China,CHN,LAI Liangyu,Goalball,GBL,Men,Silver Medal
People's Republic of China,CHN,YANG Mingyuan,Goalball,GBL,Men,Silver Medal
People's Republic of China,CHN,YU Qinquan,Goalball,GBL,Men,Silver Medal
United States of America,USA,COOK Mindy,Goalball,GBL,Women,Silver Medal
United States of America,USA,CZECHOWSKI Lisa,Goalball,GBL,Women,Silver Medal
United States of America,USA,DENNIS Amanda,Goalball,GBL,Women,Silver Medal
United States of America,USA,HUKING Marybai,Goalball,GBL,Women,Silver Medal
United States of America,USA,MASON Eliana,Goalball,GBL,Women,Silver Medal
United States of America,USA,MILLER Asya,Goalball,GBL,Women,Silver Medal
United States of America,USA,GOODRICH Ben,Judo,JUD,Men -100 kg,Silver Medal
Kazakhstan,KAZ,SARIYEV Anuar,Judo,JUD,Men -60 kg,Silver Medal
Spain,ESP,IBANEZ BANON Sergio,Judo,JUD,Men -66 kg,Silver Medal
Kazakhstan,KAZ,DAULET Temirzhan,Judo,JUD,Men -73 kg,Silver Medal
Uzbekistan,UZB,KAROMATOV Davurkhon,Judo,JUD,Men -81 kg,Silver Medal
Great Britain,GBR,STEWART Elliot,Judo,JUD,Men -90 kg,Silver Medal
Georgia,GEO,CHIKOIDZE Revaz,Judo,JUD,Men +100 kg,Silver Medal
France,FRA,MARTINET Sandrine,Judo,JUD,Women -48 kg,Silver Medal
Canada,CAN,GAGNE Priscilla,Judo,JUD,Women -52 kg,Silver Medal
Uzbekistan,UZB,SAMANDAROVA Parvina,Judo,JUD,Women -57 kg,Silver Medal
Ukraine,UKR,HUSIEVA Iryna,Judo,JUD,Women -63 kg,Silver Medal
Georgia,GEO,KALDANI Ina,Judo,JUD,Women -70 kg,Silver Medal
Kazakhstan,KAZ,BAIBATINA Zarina,Judo,JUD,Women +70 kg,Silver Medal
Malaysia,MAS,JONG Yee Khie,Powerlifting,PWL,Men's -107 kg,Silver Medal
Vietnam,VIE,le van Cong,Powerlifting,PWL,Men's -49 kg,Silver Medal
France,FRA,BOURLON Axel,Powerlifting,PWL,Men's -54 kg,Silver Medal
Egypt,EGY,OSMAN Sherif,Powerlifting,PWL,Men's -59 kg,Silver Medal
Islamic Republic of Iran,IRI,JAFARI ARANGEH Amir,Powerlifting,PWL,Men's -65 kg,Silver Medal
Egypt,EGY,ATTIA Mahmoud,Powerlifting,PWL,Men's -72 kg,Silver Medal
People's Republic of China,CHN,GU Xiaofei,Powerlifting,PWL,Men's -80 kg,Silver Medal
People's Republic of China,CHN,YE Jixiong,Powerlifting,PWL,Men's -88 kg,Silver Medal
Islamic Republic of Iran,IRI,SOLHIPOURAVANJI Seyedhamed,Powerlifting,PWL,Men's -97 kg,Silver Medal
Islamic Republic of Iran,IRI,POURMIRZAEI Mansour,Powerlifting,PWL,Men's +107 kg,Silver Medal
Indonesia,INA,WIDIASIH Ni Nengah,Powerlifting,PWL,Women's -41 kg,Silver Medal
People's Republic of China,CHN,CUI Zhe,Powerlifting,PWL,Women's -45 kg,Silver Medal
Egypt,EGY,AHMED Rehab,Powerlifting,PWL,Women's -50 kg,Silver Medal
People's Republic of China,CHN,XIAO Cuijuan,Powerlifting,PWL,Women's -55 kg,Silver Medal
Uzbekistan,UZB,KUZIEVA Ruza,Powerlifting,PWL,Women's -61 kg,Silver Medal
Egypt,EGY,OMAR Fatma,Powerlifting,PWL,Women's -67 kg,Silver Medal
People's Republic of China,CHN,XU Lili,Powerlifting,PWL,Women's -73 kg,Silver Medal
Ukraine,UKR,OLIINYK Nataliia,Powerlifting,PWL,Women's -79 kg,Silver Medal
People's Republic of China,CHN,ZHENG Feifei,Powerlifting,PWL,Women's -86 kg,Silver Medal
Nigeria,NGR,OBIJI Loveline,Powerlifting,PWL,Women's +86 kg,Silver Medal
Australia,AUS,HORRIE Erik,Rowing,ROW,PR1 Men's Single Sculls - PR1M1x,Silver Medal
Israel,ISR,SAMUEL Moran,Rowing,ROW,PR1 Women's Single Sculls - PR1W1x,Silver Medal
United States of America,USA,HANSEN Danielle,Rowing,ROW,PR3 Mixed Coxed Four - PR3Mix4+,Silver Medal
United States of America,USA,NORDIN Charley,Rowing,ROW,PR3 Mixed Coxed Four - PR3Mix4+,Silver Medal
United States of America,USA,PETRIK Karen,Rowing,ROW,PR3 Mixed Coxed Four - PR3Mix4+,Silver Medal
United States of America,USA,REILLY Allie,Rowing,ROW,PR3 Mixed Coxed Four - PR3Mix4+,Silver Medal
United States of America,USA,TANGUAY John,Rowing,ROW,PR3 Mixed Coxed Four - PR3Mix4+,Silver Medal
Netherlands,NED,de KONING Corne,Rowing,ROW,PR2 Mixed Double Sculls - PR2Mix2x,Silver Medal
Netherlands,NED,van der MEER Annika,Rowing,ROW,PR2 Mixed Double Sculls - PR2Mix2x,Silver Medal
People's Republic of China,CHN,HUANG Xing,Shooting,SHO,P1 - Men's 10m Air Pistol SH1,Silver Medal
Ukraine,UKR,DOROSHENKO Andrii,Shooting,SHO,R1 - Men's 10m Air Rifle Standing SH1,Silver Medal
Serbia,SRB,SURANJI Laslo,Shooting,SHO,R7 - Men's 50m Rifle 3 Positions SH1,Silver Medal
Republic of Korea,KOR,PARK Jinho,Shooting,SHO,R3 - Mixed 10m Air Rifle Prone SH1,Silver Medal
Ukraine,UKR,KOVALCHUK Vasyl,Shooting,SHO,R5 - Mixed 10m Air Rifle Prone SH2,Silver Medal
Slovenia,SLO,TIRSEK Francek Gorazd,Shooting,SHO,R4 - Mixed 10m Air Rifle Standing SH2,Silver Medal
Poland,POL,SOWINSKI Szymon,Shooting,SHO,P3 - Mixed 25m Pistol SH1,Silver Medal
India,IND,SINGHRAJ,Shooting,SHO,P4 - Mixed 50m Pistol SH1,Silver Medal
Sweden,SWE,NORMANN Anna,Shooting,SHO,R6 - Mixed 50m Rifle Prone SH1,Silver Medal
Serbia,SRB,SAVANOVIC Zdravko,Shooting,SHO,R9 - Mixed 50m Rifle Prone SH2,Silver Medal
Turkey,TUR,PEHLIVANLAR Aysegul,Shooting,SHO,P2 - Women's 10m Air Pistol SH1,Silver Medal
People's Republic of China,CHN,ZHANG Cuiping,Shooting,SHO,R2 - Women's 10m Air Rifle Standing SH1,Silver Medal
Germany,GER,HILTROP Natascha,Shooting,SHO,R8 - Women's 50m Rifle 3 Positions SH1,Silver Medal
RPC,RPC,BAICHIK Aleksandr,Sitting Volleyball,VBS,Men,Silver Medal
RPC,RPC,KRUPIN Anatolii,Sitting Volleyball,VBS,Men,Silver Medal
RPC,RPC,LAVRINOVICH Andrei,Sitting Volleyball,VBS,Men,Silver Medal
RPC,RPC,MILENIN Viktor,Sitting Volleyball,VBS,Men,Silver Medal
RPC,RPC,PANKRATOV Vladimir,Sitting Volleyball,VBS,Men,Silver Medal
RPC,RPC,POZDEEV Sergei,Sitting Volleyball,VBS,Men,Silver Medal
RPC,RPC,REZNICHENKO Aleksandr,Sitting Volleyball,VBS,Men,Silver Medal
RPC,RPC,SAVICHEV Aleksandr,Sitting Volleyball,VBS,Men,Silver Medal
RPC,RPC,SHESTAKOV Denis,Sitting Volleyball,VBS,Men,Silver Medal
RPC,RPC,VOLKOV Aleksei,Sitting Volleyball,VBS,Men,Silver Medal
RPC,RPC,VOLOSNIKOV Evgenii,Sitting Volleyball,VBS,Men,Silver Medal
RPC,RPC,ZINNATULLIN Ilnar,Sitting Volleyball,VBS,Men,Silver Medal
People's Republic of China,CHN,GAO Wenwen,Sitting Volleyball,VBS,Women,Silver Medal
People's Republic of China,CHN,GONG Bin,Sitting Volleyball,VBS,Women,Silver Medal
People's Republic of China,CHN,HU Huizi,Sitting Volleyball,VBS,Women,Silver Medal
People's Republic of China,CHN,LYU Hongqin,Sitting Volleyball,VBS,Women,Silver Medal
People's Republic of China,CHN,QIU Junfei,Sitting Volleyball,VBS,Women,Silver Medal
People's Republic of China,CHN,TANG Xuemei,Sitting Volleyball,VBS,Women,Silver Medal
People's Republic of China,CHN,WANG Li,Sitting Volleyball,VBS,Women,Silver Medal
People's Republic of China,CHN,WANG Yanan,Sitting Volleyball,VBS,Women,Silver Medal
People's Republic of China,CHN,XU Yixiao,Sitting Volleyball,VBS,Women,Silver Medal
People's Republic of China,CHN,ZHANG Lijun,Sitting Volleyball,VBS,Women,Silver Medal
People's Republic of China,CHN,ZHANG Xufei,Sitting Volleyball,VBS,Women,Silver Medal
People's Republic of China,CHN,ZHAO Meiling,Sitting Volleyball,VBS,Women,Silver Medal
Ukraine,UKR,KOL Anton,Swimming,SWM,Men's 100m Backstroke - S1,Silver Medal
Brazil,BRA,dos SANTOS ARAUJO Gabriel Geraldo,Swimming,SWM,Men's 100m Backstroke - S2,Silver Medal
Argentina,ARG,de ANDRADE Matias,Swimming,SWM,Men's 100m Backstroke - S6,Silver Medal
Argentina,ARG,CARLOMAGNO Pipo,Swimming,SWM,Men's 100m Backstroke - S7,Silver Medal
Spain,ESP,LLOPIS SANZ Inigo,Swimming,SWM,Men's 100m Backstroke - S8,Silver Medal
Belarus,BLR,SHCHALKANAU Yahor,Swimming,SWM,Men's 100m Backstroke - S9,Silver Medal
Italy,ITA,RAIMONDI Stefano,Swimming,SWM,Men's 100m Backstroke - S10,Silver Medal
Ukraine,UKR,SMYRNOV Viktor,Swimming,SWM,Men's 100m Backstroke - S11,Silver Medal
Ukraine,UKR,KLIPPERT Sergii,Swimming,SWM,Men's 100m Backstroke - S12,Silver Medal
Canada,CAN,TURBIDE Nicolas Guy,Swimming,SWM,Men's 100m Backstroke - S13,Silver Medal
RPC,RPC,EMELIANTSEV Viacheslav,Swimming,SWM,Men's 100m Backstroke - S14,Silver Medal
People's Republic of China,CHN,YANG Feng,Swimming,SWM,Men's 100m Butterfly - S8,Silver Medal
Italy,ITA,BARLAAM Simone,Swimming,SWM,Men's 100m Butterfly - S9,Silver Medal
Italy,ITA,RAIMONDI Stefano,Swimming,SWM,Men's 100m Butterfly - S10,Silver Medal
Japan,JPN,TOMITA Uchu,Swimming,SWM,Men's 100m Butterfly - S11,Silver Medal
Great Britain,GBR,CLEGG Stephen,Swimming,SWM,Men's 100m Butterfly - S12,Silver Medal
Ukraine,UKR,VIRCHENKO Oleksii,Swimming,SWM,Men's 100m Butterfly - S13,Silver Medal
Great Britain,GBR,DUNN Reece,Swimming,SWM,Men's 100m Butterfly - S14,Silver Medal
Colombia,COL,FUENTES GARCIA Moises,Swimming,SWM,Men's 100m Breaststroke - SB4,Silver Medal
Spain,ESP,PONCE BERTRAN Antoni,Swimming,SWM,Men's 100m Breaststroke - SB5,Silver Medal
Colombia,COL,CRISPIN CORZO Nelson,Swimming,SWM,Men's 100m Breaststroke - SB6,Silver Medal
RPC,RPC,EFROSININ Egor,Swimming,SWM,Men's 100m Breaststroke - SB7,Silver Medal
Spain,ESP,SALGUERO GALISTEO Oscar,Swimming,SWM,Men's 100m Breaststroke - SB8,Silver Medal
RPC,RPC,ISAEV Artem,Swimming,SWM,Men's 100m Breaststroke - SB9,Silver Medal
Japan,JPN,KIMURA Keiichi,Swimming,SWM,Men's 100m Breaststroke - SB11,Silver Medal
Ukraine,UKR,FEDYNA Oleksii,Swimming,SWM,Men's 100m Breaststroke - SB12,Silver Medal
United States of America,USA,ABRAHAMS David Henry,Swimming,SWM,Men's 100m Breaststroke - SB13,Silver Medal
Australia,AUS,MICHEL Jake,Swimming,SWM,Men's 100m Breaststroke - SB14,Silver Medal
